"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","INDPROD","TOT","IDX2015","A","1990",58.59795,
"AUS","INDPROD","TOT","IDX2015","A","1991",57.84923,
"AUS","INDPROD","TOT","IDX2015","A","1992",58.0444,
"AUS","INDPROD","TOT","IDX2015","A","1993",59.86675,
"AUS","INDPROD","TOT","IDX2015","A","1994",62.75886,
"AUS","INDPROD","TOT","IDX2015","A","1995",64.30363,
"AUS","INDPROD","TOT","IDX2015","A","1996",66.79794,
"AUS","INDPROD","TOT","IDX2015","A","1997",67.68529,
"AUS","INDPROD","TOT","IDX2015","A","1998",69.94959,
"AUS","INDPROD","TOT","IDX2015","A","1999",70.69952,
"AUS","INDPROD","TOT","IDX2015","A","2000",74.44079,
"AUS","INDPROD","TOT","IDX2015","A","2001",75.3633,
"AUS","INDPROD","TOT","IDX2015","A","2002",77.50182,
"AUS","INDPROD","TOT","IDX2015","A","2003",77.55586,
"AUS","INDPROD","TOT","IDX2015","A","2004",78.17755,
"AUS","INDPROD","TOT","IDX2015","A","2005",79.55439,
"AUS","INDPROD","TOT","IDX2015","A","2006",80.83267,
"AUS","INDPROD","TOT","IDX2015","A","2007",83.68723,
"AUS","INDPROD","TOT","IDX2015","A","2008",86.17056,
"AUS","INDPROD","TOT","IDX2015","A","2009",85.1338,
"AUS","INDPROD","TOT","IDX2015","A","2010",88.63781,
"AUS","INDPROD","TOT","IDX2015","A","2011",89.38859,
"AUS","INDPROD","TOT","IDX2015","A","2012",92.24032,
"AUS","INDPROD","TOT","IDX2015","A","2013",94.06429,
"AUS","INDPROD","TOT","IDX2015","A","2014",98.3616,
"AUS","INDPROD","TOT","IDX2015","A","2015",100,
"AUS","INDPROD","TOT","IDX2015","A","2016",101.8573,
"AUS","INDPROD","TOT","IDX2015","A","2017",103.1376,
"AUS","INDPROD","TOT","IDX2015","A","2018",107.0956,
"AUS","INDPROD","TOT","IDX2015","A","2019",109.6232,
"AUT","INDPROD","TOT","IDX2015","A","1990",48.32243,
"AUT","INDPROD","TOT","IDX2015","A","1991",49.15478,
"AUT","INDPROD","TOT","IDX2015","A","1992",48.56783,
"AUT","INDPROD","TOT","IDX2015","A","1993",47.77639,
"AUT","INDPROD","TOT","IDX2015","A","1994",49.68603,
"AUT","INDPROD","TOT","IDX2015","A","1995",52.21178,
"AUT","INDPROD","TOT","IDX2015","A","1996",52.72519,
"AUT","INDPROD","TOT","IDX2015","A","1997",56.07999,
"AUT","INDPROD","TOT","IDX2015","A","1998",60.61925,
"AUT","INDPROD","TOT","IDX2015","A","1999",64.24792,
"AUT","INDPROD","TOT","IDX2015","A","2000",70.08801,
"AUT","INDPROD","TOT","IDX2015","A","2001",72.21729,
"AUT","INDPROD","TOT","IDX2015","A","2002",72.70339,
"AUT","INDPROD","TOT","IDX2015","A","2003",74.18224,
"AUT","INDPROD","TOT","IDX2015","A","2004",78.80366,
"AUT","INDPROD","TOT","IDX2015","A","2005",82.1927,
"AUT","INDPROD","TOT","IDX2015","A","2006",88.56682,
"AUT","INDPROD","TOT","IDX2015","A","2007",93.53741,
"AUT","INDPROD","TOT","IDX2015","A","2008",95.34489,
"AUT","INDPROD","TOT","IDX2015","A","2009",84.71906,
"AUT","INDPROD","TOT","IDX2015","A","2010",90.61674,
"AUT","INDPROD","TOT","IDX2015","A","2011",95.99155,
"AUT","INDPROD","TOT","IDX2015","A","2012",97.53906,
"AUT","INDPROD","TOT","IDX2015","A","2013",97.94671,
"AUT","INDPROD","TOT","IDX2015","A","2014",97.91651,
"AUT","INDPROD","TOT","IDX2015","A","2015",100,
"AUT","INDPROD","TOT","IDX2015","A","2016",102.4083,
"AUT","INDPROD","TOT","IDX2015","A","2017",107.575,
"AUT","INDPROD","TOT","IDX2015","A","2018",112.7167,
"AUT","INDPROD","TOT","IDX2015","A","2019",113.2,
"BEL","INDPROD","TOT","IDX2015","A","1990",61.19147,
"BEL","INDPROD","TOT","IDX2015","A","1991",60.00388,
"BEL","INDPROD","TOT","IDX2015","A","1992",59.76233,
"BEL","INDPROD","TOT","IDX2015","A","1993",56.70275,
"BEL","INDPROD","TOT","IDX2015","A","1994",57.88532,
"BEL","INDPROD","TOT","IDX2015","A","1995",61.62424,
"BEL","INDPROD","TOT","IDX2015","A","1996",61.94127,
"BEL","INDPROD","TOT","IDX2015","A","1997",64.82975,
"BEL","INDPROD","TOT","IDX2015","A","1998",67.01875,
"BEL","INDPROD","TOT","IDX2015","A","1999",67.61758,
"BEL","INDPROD","TOT","IDX2015","A","2000",71.23573,
"BEL","INDPROD","TOT","IDX2015","A","2001",74.3688,
"BEL","INDPROD","TOT","IDX2015","A","2002",74.61045,
"BEL","INDPROD","TOT","IDX2015","A","2003",75.76868,
"BEL","INDPROD","TOT","IDX2015","A","2004",81.14323,
"BEL","INDPROD","TOT","IDX2015","A","2005",83.87634,
"BEL","INDPROD","TOT","IDX2015","A","2006",88.94259,
"BEL","INDPROD","TOT","IDX2015","A","2007",95.98367,
"BEL","INDPROD","TOT","IDX2015","A","2008",99.88335,
"BEL","INDPROD","TOT","IDX2015","A","2009",88.65928,
"BEL","INDPROD","TOT","IDX2015","A","2010",96.99192,
"BEL","INDPROD","TOT","IDX2015","A","2011",101.5082,
"BEL","INDPROD","TOT","IDX2015","A","2012",99.81668,
"BEL","INDPROD","TOT","IDX2015","A","2013",99.31673,
"BEL","INDPROD","TOT","IDX2015","A","2014",100.6666,
"BEL","INDPROD","TOT","IDX2015","A","2015",100,
"BEL","INDPROD","TOT","IDX2015","A","2016",104.4746,
"BEL","INDPROD","TOT","IDX2015","A","2017",107.2411,
"BEL","INDPROD","TOT","IDX2015","A","2018",108.6993,
"BEL","INDPROD","TOT","IDX2015","A","2019",113.9572,
"CAN","INDPROD","TOT","IDX2015","A","1990",68.45214,
"CAN","INDPROD","TOT","IDX2015","A","1991",65.83945,
"CAN","INDPROD","TOT","IDX2015","A","1992",66.54071,
"CAN","INDPROD","TOT","IDX2015","A","1993",69.55181,
"CAN","INDPROD","TOT","IDX2015","A","1994",74.03701,
"CAN","INDPROD","TOT","IDX2015","A","1995",77.39639,
"CAN","INDPROD","TOT","IDX2015","A","1996",78.31631,
"CAN","INDPROD","TOT","IDX2015","A","1997",82.73647,
"CAN","INDPROD","TOT","IDX2015","A","1998",85.41064,
"CAN","INDPROD","TOT","IDX2015","A","1999",90.46307,
"CAN","INDPROD","TOT","IDX2015","A","2000",96.83224,
"CAN","INDPROD","TOT","IDX2015","A","2001",93.7872,
"CAN","INDPROD","TOT","IDX2015","A","2002",95.56929,
"CAN","INDPROD","TOT","IDX2015","A","2003",95.65697,
"CAN","INDPROD","TOT","IDX2015","A","2004",97.75493,
"CAN","INDPROD","TOT","IDX2015","A","2005",99.97868,
"CAN","INDPROD","TOT","IDX2015","A","2006",99.77518,
"CAN","INDPROD","TOT","IDX2015","A","2007",98.354,
"CAN","INDPROD","TOT","IDX2015","A","2008",95.09732,
"CAN","INDPROD","TOT","IDX2015","A","2009",84.85164,
"CAN","INDPROD","TOT","IDX2015","A","2010",89.93976,
"CAN","INDPROD","TOT","IDX2015","A","2011",94.22417,
"CAN","INDPROD","TOT","IDX2015","A","2012",94.09346,
"CAN","INDPROD","TOT","IDX2015","A","2013",95.71469,
"CAN","INDPROD","TOT","IDX2015","A","2014",100.4259,
"CAN","INDPROD","TOT","IDX2015","A","2015",100,
"CAN","INDPROD","TOT","IDX2015","A","2016",100.0519,
"CAN","INDPROD","TOT","IDX2015","A","2017",105.5242,
"CAN","INDPROD","TOT","IDX2015","A","2018",109.6565,
"CAN","INDPROD","TOT","IDX2015","A","2019",109.2726,
"CZE","INDPROD","TOT","IDX2015","A","1990",72.50998,
"CZE","INDPROD","TOT","IDX2015","A","1991",56.61532,
"CZE","INDPROD","TOT","IDX2015","A","1992",52.09548,
"CZE","INDPROD","TOT","IDX2015","A","1993",49.3571,
"CZE","INDPROD","TOT","IDX2015","A","1994",50.39227,
"CZE","INDPROD","TOT","IDX2015","A","1995",54.79174,
"CZE","INDPROD","TOT","IDX2015","A","1996",55.87442,
"CZE","INDPROD","TOT","IDX2015","A","1997",58.37325,
"CZE","INDPROD","TOT","IDX2015","A","1998",59.33259,
"CZE","INDPROD","TOT","IDX2015","A","1999",57.43219,
"CZE","INDPROD","TOT","IDX2015","A","2000",60.47326,
"CZE","INDPROD","TOT","IDX2015","A","2001",64.98917,
"CZE","INDPROD","TOT","IDX2015","A","2002",66.33061,
"CZE","INDPROD","TOT","IDX2015","A","2003",68.74687,
"CZE","INDPROD","TOT","IDX2015","A","2004",75.91235,
"CZE","INDPROD","TOT","IDX2015","A","2005",78.87019,
"CZE","INDPROD","TOT","IDX2015","A","2006",85.40244,
"CZE","INDPROD","TOT","IDX2015","A","2007",94.49258,
"CZE","INDPROD","TOT","IDX2015","A","2008",92.78454,
"CZE","INDPROD","TOT","IDX2015","A","2009",80.13664,
"CZE","INDPROD","TOT","IDX2015","A","2010",87.05215,
"CZE","INDPROD","TOT","IDX2015","A","2011",92.18464,
"CZE","INDPROD","TOT","IDX2015","A","2012",91.40977,
"CZE","INDPROD","TOT","IDX2015","A","2013",91.34311,
"CZE","INDPROD","TOT","IDX2015","A","2014",95.86736,
"CZE","INDPROD","TOT","IDX2015","A","2015",100,
"CZE","INDPROD","TOT","IDX2015","A","2016",103.4078,
"CZE","INDPROD","TOT","IDX2015","A","2017",110.115,
"CZE","INDPROD","TOT","IDX2015","A","2018",113.4728,
"CZE","INDPROD","TOT","IDX2015","A","2019",113.2395,
"DNK","INDPROD","TOT","IDX2015","A","1990",81.63337,
"DNK","INDPROD","TOT","IDX2015","A","1991",81.72351,
"DNK","INDPROD","TOT","IDX2015","A","1992",84.25322,
"DNK","INDPROD","TOT","IDX2015","A","1993",81.09662,
"DNK","INDPROD","TOT","IDX2015","A","1994",89.39705,
"DNK","INDPROD","TOT","IDX2015","A","1995",92.92979,
"DNK","INDPROD","TOT","IDX2015","A","1996",94.19096,
"DNK","INDPROD","TOT","IDX2015","A","1997",98.7333,
"DNK","INDPROD","TOT","IDX2015","A","1998",101.6416,
"DNK","INDPROD","TOT","IDX2015","A","1999",101.8735,
"DNK","INDPROD","TOT","IDX2015","A","2000",109.8333,
"DNK","INDPROD","TOT","IDX2015","A","2001",112.4417,
"DNK","INDPROD","TOT","IDX2015","A","2002",113.9667,
"DNK","INDPROD","TOT","IDX2015","A","2003",113.975,
"DNK","INDPROD","TOT","IDX2015","A","2004",112.375,
"DNK","INDPROD","TOT","IDX2015","A","2005",115.7,
"DNK","INDPROD","TOT","IDX2015","A","2006",119.6333,
"DNK","INDPROD","TOT","IDX2015","A","2007",115.4333,
"DNK","INDPROD","TOT","IDX2015","A","2008",112.7667,
"DNK","INDPROD","TOT","IDX2015","A","2009",96.56667,
"DNK","INDPROD","TOT","IDX2015","A","2010",98.625,
"DNK","INDPROD","TOT","IDX2015","A","2011",99.75,
"DNK","INDPROD","TOT","IDX2015","A","2012",99.56667,
"DNK","INDPROD","TOT","IDX2015","A","2013",99.25833,
"DNK","INDPROD","TOT","IDX2015","A","2014",99.93333,
"DNK","INDPROD","TOT","IDX2015","A","2015",100,
"DNK","INDPROD","TOT","IDX2015","A","2016",104.1833,
"DNK","INDPROD","TOT","IDX2015","A","2017",106.275,
"DNK","INDPROD","TOT","IDX2015","A","2018",108.4167,
"DNK","INDPROD","TOT","IDX2015","A","2019",111.325,
"FIN","INDPROD","TOT","IDX2015","A","1990",67.65047,
"FIN","INDPROD","TOT","IDX2015","A","1991",61.77142,
"FIN","INDPROD","TOT","IDX2015","A","1992",62.35804,
"FIN","INDPROD","TOT","IDX2015","A","1993",65.54176,
"FIN","INDPROD","TOT","IDX2015","A","1994",72.9218,
"FIN","INDPROD","TOT","IDX2015","A","1995",77.60833,
"FIN","INDPROD","TOT","IDX2015","A","1996",78.73333,
"FIN","INDPROD","TOT","IDX2015","A","1997",83.9,
"FIN","INDPROD","TOT","IDX2015","A","1998",88.8,
"FIN","INDPROD","TOT","IDX2015","A","1999",92.13333,
"FIN","INDPROD","TOT","IDX2015","A","2000",99.85,
"FIN","INDPROD","TOT","IDX2015","A","2001",99.90833,
"FIN","INDPROD","TOT","IDX2015","A","2002",101.2833,
"FIN","INDPROD","TOT","IDX2015","A","2003",101.2583,
"FIN","INDPROD","TOT","IDX2015","A","2004",106.6333,
"FIN","INDPROD","TOT","IDX2015","A","2005",105.6333,
"FIN","INDPROD","TOT","IDX2015","A","2006",116.2667,
"FIN","INDPROD","TOT","IDX2015","A","2007",121.7,
"FIN","INDPROD","TOT","IDX2015","A","2008",123.075,
"FIN","INDPROD","TOT","IDX2015","A","2009",100.8917,
"FIN","INDPROD","TOT","IDX2015","A","2010",106.625,
"FIN","INDPROD","TOT","IDX2015","A","2011",108.4,
"FIN","INDPROD","TOT","IDX2015","A","2012",106.0667,
"FIN","INDPROD","TOT","IDX2015","A","2013",102.7833,
"FIN","INDPROD","TOT","IDX2015","A","2014",100.925,
"FIN","INDPROD","TOT","IDX2015","A","2015",100,
"FIN","INDPROD","TOT","IDX2015","A","2016",104.15,
"FIN","INDPROD","TOT","IDX2015","A","2017",107.5,
"FIN","INDPROD","TOT","IDX2015","A","2018",111.2333,
"FIN","INDPROD","TOT","IDX2015","A","2019",113.3667,
"FRA","INDPROD","TOT","IDX2015","A","1990",91.68327,
"FRA","INDPROD","TOT","IDX2015","A","1991",91.58576,
"FRA","INDPROD","TOT","IDX2015","A","1992",90.88159,
"FRA","INDPROD","TOT","IDX2015","A","1993",87.4649,
"FRA","INDPROD","TOT","IDX2015","A","1994",90.70409,
"FRA","INDPROD","TOT","IDX2015","A","1995",93.38744,
"FRA","INDPROD","TOT","IDX2015","A","1996",94.16412,
"FRA","INDPROD","TOT","IDX2015","A","1997",98.19832,
"FRA","INDPROD","TOT","IDX2015","A","1998",102.2458,
"FRA","INDPROD","TOT","IDX2015","A","1999",104.95,
"FRA","INDPROD","TOT","IDX2015","A","2000",109.2617,
"FRA","INDPROD","TOT","IDX2015","A","2001",110.4926,
"FRA","INDPROD","TOT","IDX2015","A","2002",109.1867,
"FRA","INDPROD","TOT","IDX2015","A","2003",108.1792,
"FRA","INDPROD","TOT","IDX2015","A","2004",110.6034,
"FRA","INDPROD","TOT","IDX2015","A","2005",110.4684,
"FRA","INDPROD","TOT","IDX2015","A","2006",111.2818,
"FRA","INDPROD","TOT","IDX2015","A","2007",112.5468,
"FRA","INDPROD","TOT","IDX2015","A","2008",109.5209,
"FRA","INDPROD","TOT","IDX2015","A","2009",95.51413,
"FRA","INDPROD","TOT","IDX2015","A","2010",100.1117,
"FRA","INDPROD","TOT","IDX2015","A","2011",102.5692,
"FRA","INDPROD","TOT","IDX2015","A","2012",100.1183,
"FRA","INDPROD","TOT","IDX2015","A","2013",99.45166,
"FRA","INDPROD","TOT","IDX2015","A","2014",98.34165,
"FRA","INDPROD","TOT","IDX2015","A","2015",100,
"FRA","INDPROD","TOT","IDX2015","A","2016",100.52,
"FRA","INDPROD","TOT","IDX2015","A","2017",102.5334,
"FRA","INDPROD","TOT","IDX2015","A","2018",103.0084,
"FRA","INDPROD","TOT","IDX2015","A","2019",103.3034,
"DEU","INDPROD","TOT","IDX2015","A","1990",71.93618,
"DEU","INDPROD","TOT","IDX2015","A","1991",74.00217,
"DEU","INDPROD","TOT","IDX2015","A","1992",72.98559,
"DEU","INDPROD","TOT","IDX2015","A","1993",67.06941,
"DEU","INDPROD","TOT","IDX2015","A","1994",69.17757,
"DEU","INDPROD","TOT","IDX2015","A","1995",69.78585,
"DEU","INDPROD","TOT","IDX2015","A","1996",69.38589,
"DEU","INDPROD","TOT","IDX2015","A","1997",71.76069,
"DEU","INDPROD","TOT","IDX2015","A","1998",75.01041,
"DEU","INDPROD","TOT","IDX2015","A","1999",76.16032,
"DEU","INDPROD","TOT","IDX2015","A","2000",80.3933,
"DEU","INDPROD","TOT","IDX2015","A","2001",80.45163,
"DEU","INDPROD","TOT","IDX2015","A","2002",79.46004,
"DEU","INDPROD","TOT","IDX2015","A","2003",79.6767,
"DEU","INDPROD","TOT","IDX2015","A","2004",83.14307,
"DEU","INDPROD","TOT","IDX2015","A","2005",85.91784,
"DEU","INDPROD","TOT","IDX2015","A","2006",90.85909,
"DEU","INDPROD","TOT","IDX2015","A","2007",96.85027,
"DEU","INDPROD","TOT","IDX2015","A","2008",97.72519,
"DEU","INDPROD","TOT","IDX2015","A","2009",80.76827,
"DEU","INDPROD","TOT","IDX2015","A","2010",90.44247,
"DEU","INDPROD","TOT","IDX2015","A","2011",98.14182,
"DEU","INDPROD","TOT","IDX2015","A","2012",97.05025,
"DEU","INDPROD","TOT","IDX2015","A","2013",97.02525,
"DEU","INDPROD","TOT","IDX2015","A","2014",98.95009,
"DEU","INDPROD","TOT","IDX2015","A","2015",100,
"DEU","INDPROD","TOT","IDX2015","A","2016",101.5082,
"DEU","INDPROD","TOT","IDX2015","A","2017",104.4913,
"DEU","INDPROD","TOT","IDX2015","A","2018",105.6995,
"DEU","INDPROD","TOT","IDX2015","A","2019",101.2249,
"GRC","INDPROD","TOT","IDX2015","A","1990",116.8105,
"GRC","INDPROD","TOT","IDX2015","A","1991",115.6516,
"GRC","INDPROD","TOT","IDX2015","A","1992",114.4398,
"GRC","INDPROD","TOT","IDX2015","A","1993",111.1668,
"GRC","INDPROD","TOT","IDX2015","A","1994",112.5821,
"GRC","INDPROD","TOT","IDX2015","A","1995",114.6521,
"GRC","INDPROD","TOT","IDX2015","A","1996",115.6897,
"GRC","INDPROD","TOT","IDX2015","A","1997",117.8967,
"GRC","INDPROD","TOT","IDX2015","A","1998",128.4522,
"GRC","INDPROD","TOT","IDX2015","A","1999",130.9392,
"GRC","INDPROD","TOT","IDX2015","A","2000",140.225,
"GRC","INDPROD","TOT","IDX2015","A","2001",135.5417,
"GRC","INDPROD","TOT","IDX2015","A","2002",135.825,
"GRC","INDPROD","TOT","IDX2015","A","2003",136.475,
"GRC","INDPROD","TOT","IDX2015","A","2004",137.4,
"GRC","INDPROD","TOT","IDX2015","A","2005",135.2167,
"GRC","INDPROD","TOT","IDX2015","A","2006",136.325,
"GRC","INDPROD","TOT","IDX2015","A","2007",139.425,
"GRC","INDPROD","TOT","IDX2015","A","2008",133.55,
"GRC","INDPROD","TOT","IDX2015","A","2009",120.6,
"GRC","INDPROD","TOT","IDX2015","A","2010",113.2167,
"GRC","INDPROD","TOT","IDX2015","A","2011",106.5917,
"GRC","INDPROD","TOT","IDX2015","A","2012",104.375,
"GRC","INDPROD","TOT","IDX2015","A","2013",101.0333,
"GRC","INDPROD","TOT","IDX2015","A","2014",99.00833,
"GRC","INDPROD","TOT","IDX2015","A","2015",100,
"GRC","INDPROD","TOT","IDX2015","A","2016",102.6417,
"GRC","INDPROD","TOT","IDX2015","A","2017",106.8583,
"GRC","INDPROD","TOT","IDX2015","A","2018",108.7667,
"HUN","INDPROD","TOT","IDX2015","A","1990",39.82256,
"HUN","INDPROD","TOT","IDX2015","A","1991",32.61227,
"HUN","INDPROD","TOT","IDX2015","A","1992",29.29994,
"HUN","INDPROD","TOT","IDX2015","A","1993",30.47184,
"HUN","INDPROD","TOT","IDX2015","A","1994",33.30149,
"HUN","INDPROD","TOT","IDX2015","A","1995",35.13991,
"HUN","INDPROD","TOT","IDX2015","A","1996",36.09452,
"HUN","INDPROD","TOT","IDX2015","A","1997",39.98865,
"HUN","INDPROD","TOT","IDX2015","A","1998",44.92528,
"HUN","INDPROD","TOT","IDX2015","A","1999",49.31754,
"HUN","INDPROD","TOT","IDX2015","A","2000",58.16318,
"HUN","INDPROD","TOT","IDX2015","A","2001",60.57171,
"HUN","INDPROD","TOT","IDX2015","A","2002",62.48021,
"HUN","INDPROD","TOT","IDX2015","A","2003",66.45554,
"HUN","INDPROD","TOT","IDX2015","A","2004",71.15593,
"HUN","INDPROD","TOT","IDX2015","A","2005",76.13968,
"HUN","INDPROD","TOT","IDX2015","A","2006",84.23202,
"HUN","INDPROD","TOT","IDX2015","A","2007",91.14093,
"HUN","INDPROD","TOT","IDX2015","A","2008",90.49088,
"HUN","INDPROD","TOT","IDX2015","A","2009",74.37286,
"HUN","INDPROD","TOT","IDX2015","A","2010",82.14017,
"HUN","INDPROD","TOT","IDX2015","A","2011",86.74056,
"HUN","INDPROD","TOT","IDX2015","A","2012",85.66547,
"HUN","INDPROD","TOT","IDX2015","A","2013",86.89057,
"HUN","INDPROD","TOT","IDX2015","A","2014",93.15776,
"HUN","INDPROD","TOT","IDX2015","A","2015",99.6583,
"HUN","INDPROD","TOT","IDX2015","A","2016",100.425,
"HUN","INDPROD","TOT","IDX2015","A","2017",105.7838,
"HUN","INDPROD","TOT","IDX2015","A","2018",109.8342,
"HUN","INDPROD","TOT","IDX2015","A","2019",115.8763,
"ISL","INDPROD","TOT","IDX2015","A","1998",26.76421,"E"
"ISL","INDPROD","TOT","IDX2015","A","1999",27.76444,"E"
"ISL","INDPROD","TOT","IDX2015","A","2000",29.44048,"E"
"ISL","INDPROD","TOT","IDX2015","A","2001",34.76995,"E"
"ISL","INDPROD","TOT","IDX2015","A","2002",36.36345,"E"
"ISL","INDPROD","TOT","IDX2015","A","2003",35.17916,"E"
"ISL","INDPROD","TOT","IDX2015","A","2004",38.35827,"E"
"ISL","INDPROD","TOT","IDX2015","A","2005",43.11664,"E"
"ISL","INDPROD","TOT","IDX2015","A","2006",50.37931,"E"
"ISL","INDPROD","TOT","IDX2015","A","2007",50.68436,"E"
"ISL","INDPROD","TOT","IDX2015","A","2008",68.70467,"E"
"ISL","INDPROD","TOT","IDX2015","A","2009",71.25371,"E"
"ISL","INDPROD","TOT","IDX2015","A","2010",80.41565,"E"
"ISL","INDPROD","TOT","IDX2015","A","2011",90.15668,"E"
"ISL","INDPROD","TOT","IDX2015","A","2012",94.18347,"E"
"ISL","INDPROD","TOT","IDX2015","A","2013",90.39614,"E"
"ISL","INDPROD","TOT","IDX2015","A","2014",91.3866,"E"
"ISL","INDPROD","TOT","IDX2015","A","2015",100,"E"
"ISL","INDPROD","TOT","IDX2015","A","2016",90.99091,"E"
"ISL","INDPROD","TOT","IDX2015","A","2017",91.7965,"E"
"IRL","INDPROD","TOT","IDX2015","A","1990",13.50525,
"IRL","INDPROD","TOT","IDX2015","A","1991",13.96338,
"IRL","INDPROD","TOT","IDX2015","A","1992",15.23755,
"IRL","INDPROD","TOT","IDX2015","A","1993",16.07268,
"IRL","INDPROD","TOT","IDX2015","A","1994",18.00064,
"IRL","INDPROD","TOT","IDX2015","A","1995",21.48433,
"IRL","INDPROD","TOT","IDX2015","A","1996",23.2214,
"IRL","INDPROD","TOT","IDX2015","A","1997",27.28251,
"IRL","INDPROD","TOT","IDX2015","A","1998",32.66553,
"IRL","INDPROD","TOT","IDX2015","A","1999",37.50451,
"IRL","INDPROD","TOT","IDX2015","A","2000",42.86366,
"IRL","INDPROD","TOT","IDX2015","A","2001",47.58811,
"IRL","INDPROD","TOT","IDX2015","A","2002",51.47744,
"IRL","INDPROD","TOT","IDX2015","A","2003",54.38846,
"IRL","INDPROD","TOT","IDX2015","A","2004",55.06134,
"IRL","INDPROD","TOT","IDX2015","A","2005",57.24699,
"IRL","INDPROD","TOT","IDX2015","A","2006",58.99361,
"IRL","INDPROD","TOT","IDX2015","A","2007",62.08598,
"IRL","INDPROD","TOT","IDX2015","A","2008",60.74022,
"IRL","INDPROD","TOT","IDX2015","A","2009",58.02963,
"IRL","INDPROD","TOT","IDX2015","A","2010",62.95772,
"IRL","INDPROD","TOT","IDX2015","A","2011",62.68492,
"IRL","INDPROD","TOT","IDX2015","A","2012",61.76686,
"IRL","INDPROD","TOT","IDX2015","A","2013",60.3924,
"IRL","INDPROD","TOT","IDX2015","A","2014",73.02486,
"IRL","INDPROD","TOT","IDX2015","A","2015",100,
"IRL","INDPROD","TOT","IDX2015","A","2016",101.7918,
"IRL","INDPROD","TOT","IDX2015","A","2017",99.51662,
"IRL","INDPROD","TOT","IDX2015","A","2018",94.58288,
"IRL","INDPROD","TOT","IDX2015","A","2019",97.2581,
"ITA","INDPROD","TOT","IDX2015","A","1990",110.5241,
"ITA","INDPROD","TOT","IDX2015","A","1991",109.4659,
"ITA","INDPROD","TOT","IDX2015","A","1992",108.316,
"ITA","INDPROD","TOT","IDX2015","A","1993",105.6579,
"ITA","INDPROD","TOT","IDX2015","A","1994",112.099,
"ITA","INDPROD","TOT","IDX2015","A","1995",118.7484,
"ITA","INDPROD","TOT","IDX2015","A","1996",116.7569,
"ITA","INDPROD","TOT","IDX2015","A","1997",121.2732,
"ITA","INDPROD","TOT","IDX2015","A","1998",122.7814,
"ITA","INDPROD","TOT","IDX2015","A","1999",122.4731,
"ITA","INDPROD","TOT","IDX2015","A","2000",127.6644,
"ITA","INDPROD","TOT","IDX2015","A","2001",125.4146,
"ITA","INDPROD","TOT","IDX2015","A","2002",123.5397,
"ITA","INDPROD","TOT","IDX2015","A","2003",122.7814,
"ITA","INDPROD","TOT","IDX2015","A","2004",122.5315,
"ITA","INDPROD","TOT","IDX2015","A","2005",121.7815,
"ITA","INDPROD","TOT","IDX2015","A","2006",126.1978,
"ITA","INDPROD","TOT","IDX2015","A","2007",129.1309,
"ITA","INDPROD","TOT","IDX2015","A","2008",123.798,
"ITA","INDPROD","TOT","IDX2015","A","2009",100.7916,
"ITA","INDPROD","TOT","IDX2015","A","2010",107.8327,
"ITA","INDPROD","TOT","IDX2015","A","2011",108.7076,
"ITA","INDPROD","TOT","IDX2015","A","2012",102.4415,
"ITA","INDPROD","TOT","IDX2015","A","2013",99.31673,
"ITA","INDPROD","TOT","IDX2015","A","2014",98.68344,
"ITA","INDPROD","TOT","IDX2015","A","2015",99.67503,
"ITA","INDPROD","TOT","IDX2015","A","2016",101.7332,
"ITA","INDPROD","TOT","IDX2015","A","2017",105.5412,
"ITA","INDPROD","TOT","IDX2015","A","2018",106.2328,
"ITA","INDPROD","TOT","IDX2015","A","2019",105.0496,
"JPN","INDPROD","TOT","IDX2015","A","1990",104.6469,
"JPN","INDPROD","TOT","IDX2015","A","1991",106.6413,
"JPN","INDPROD","TOT","IDX2015","A","1992",100.5482,
"JPN","INDPROD","TOT","IDX2015","A","1993",97.13407,
"JPN","INDPROD","TOT","IDX2015","A","1994",98.351,
"JPN","INDPROD","TOT","IDX2015","A","1995",101.3426,
"JPN","INDPROD","TOT","IDX2015","A","1996",103.5314,
"JPN","INDPROD","TOT","IDX2015","A","1997",107.6554,
"JPN","INDPROD","TOT","IDX2015","A","1998",100.4806,
"JPN","INDPROD","TOT","IDX2015","A","1999",101.0741,
"JPN","INDPROD","TOT","IDX2015","A","2000",106.0525,
"JPN","INDPROD","TOT","IDX2015","A","2001",99.62135,
"JPN","INDPROD","TOT","IDX2015","A","2002",98.45204,
"JPN","INDPROD","TOT","IDX2015","A","2003",102.2936,
"JPN","INDPROD","TOT","IDX2015","A","2004",107.1211,
"JPN","INDPROD","TOT","IDX2015","A","2005",108.8602,
"JPN","INDPROD","TOT","IDX2015","A","2006",113.2982,
"JPN","INDPROD","TOT","IDX2015","A","2007",116.6042,
"JPN","INDPROD","TOT","IDX2015","A","2008",112.8273,
"JPN","INDPROD","TOT","IDX2015","A","2009",89.39108,
"JPN","INDPROD","TOT","IDX2015","A","2010",102.7771,
"JPN","INDPROD","TOT","IDX2015","A","2011",99.92881,
"JPN","INDPROD","TOT","IDX2015","A","2012",100.0571,
"JPN","INDPROD","TOT","IDX2015","A","2013",99.45838,
"JPN","INDPROD","TOT","IDX2015","A","2014",101.2416,
"JPN","INDPROD","TOT","IDX2015","A","2015",100,
"JPN","INDPROD","TOT","IDX2015","A","2016",100.225,
